invoice_no,invoice_date,customer_id,customer_name,state,sku_id,product_name,abc_class,qty,unit,rate_inr,taxable_value_inr,gst_pct,gst_amount_inr,total_inr,payment_status
INV-2024-00473,01-02-2024,CUST-003,South India Hardware,Tamil Nadu,PBW-001,Plate Basket Wire,A,68,Pcs,285.65,19424.2,18,3496.36,22920.56,Paid
INV-2024-00474,02-02-2024,CUST-002,Sharma Modular Kitchens,Delhi,PBW-001,Plate Basket Wire,A,32,Pcs,287.17,9189.44,18,1654.1,10843.54,Overdue
INV-2024-00475,27-02-2024,CUST-010,MP Modular Traders,Madhya Pradesh,PBW-001,Plate Basket Wire,A,39,Pcs,289.46,11288.94,18,2032.01,13320.95,Pending
INV-2024-00476,21-02-2024,CUST-008,Hyderabad Retail Hub,Telangana,RSH-001,Rolling Shutter,C,61,Pcs,1800.56,109834.16,28,30753.56,140587.72,Paid
INV-2024-00477,18-02-2024,CUST-002,Sharma Modular Kitchens,Delhi,RSH-001,Rolling Shutter,C,10,Pcs,1826.82,18268.2,28,5115.1,23383.3,Overdue
INV-2024-00478,02-02-2024,CUST-010,MP Modular Traders,Madhya Pradesh,PBW-001,Plate Basket Wire,A,99,Pcs,288.23,28534.77,18,5136.26,33671.03,Paid
INV-2024-00479,26-02-2024,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,BPO-001,Bottle Pull Out,A,97,Pcs,178.4,17304.8,18,3114.86,20419.66,Paid
INV-2024-00480,13-03-2024,CUST-007,Bengal Furniture House,West Bengal,CHM-001,Chimney,C,115,Pcs,3556.88,409041.2,28,114531.54,523572.74,Pending
INV-2024-00481,08-03-2024,CUST-009,Chandigarh Kitchens,Punjab,PBP-001,Plate Basket Pipe,A,27,Pcs,347.57,9384.39,18,1689.19,11073.58,Overdue
INV-2024-00482,10-03-2024,CUST-003,South India Hardware,Tamil Nadu,HNG-001,Hinges,B,96,Pcs,46.44,4458.24,18,802.48,5260.72,Paid
INV-2024-00483,28-03-2024,CUST-009,Chandigarh Kitchens,Punjab,SC-001,Sheet Cutlery,A,81,Set,440.95,35716.95,18,6429.05,42146,Paid
INV-2024-00484,20-03-2024,CUST-010,MP Modular Traders,Madhya Pradesh,SC-001,Sheet Cutlery,A,60,Set,453.42,27205.2,18,4896.94,32102.14,Paid
INV-2024-00485,24-03-2024,CUST-004,Gujarat Kitchen World,Gujarat,HNG-001,Hinges,B,104,Pcs,46.5,4836,18,870.48,5706.48,Paid
INV-2024-00486,21-03-2024,CUST-007,Bengal Furniture House,West Bengal,PNT-001,Pantry,B,118,Pcs,2212.93,261125.74,18,47002.63,308128.37,Paid
INV-2024-00487,20-03-2024,CUST-004,Gujarat Kitchen World,Gujarat,PBP-001,Plate Basket Pipe,A,116,Pcs,335.82,38955.12,18,7011.92,45967.04,Paid
INV-2024-00488,28-03-2024,CUST-010,MP Modular Traders,Madhya Pradesh,PBP-001,Plate Basket Pipe,A,16,Pcs,350.06,5600.96,18,1008.17,6609.13,Overdue
INV-2024-00489,03-03-2024,CUST-009,Chandigarh Kitchens,Punjab,CHM-001,Chimney,C,47,Pcs,3559.56,167299.32,28,46843.81,214143.13,Paid
INV-2024-00490,24-03-2024,CUST-004,Gujarat Kitchen World,Gujarat,BPO-001,Bottle Pull Out,A,84,Pcs,180.74,15182.16,18,2732.79,17914.95,Paid
INV-2024-00491,22-03-2024,CUST-003,South India Hardware,Tamil Nadu,TNB-001,Tandum Basket,B,93,Pcs,670.76,62380.68,18,11228.52,73609.2,Paid
INV-2024-00492,11-03-2024,CUST-004,Gujarat Kitchen World,Gujarat,PBW-001,Plate Basket Wire,A,72,Pcs,280.43,20190.96,18,3634.37,23825.33,Overdue
INV-2024-00493,05-03-2024,CUST-010,MP Modular Traders,Madhya Pradesh,HNG-001,Hinges,B,82,Pcs,45.44,3726.08,18,670.69,4396.77,Paid
INV-2024-00494,01-03-2024,CUST-003,South India Hardware,Tamil Nadu,AAT-001,Aata Basket,C,50,Pcs,217.19,10859.5,28,3040.66,13900.16,Paid
INV-2024-00495,27-03-2024,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,AAT-001,Aata Basket,C,56,Pcs,215.47,12066.32,28,3378.57,15444.89,Paid
INV-2024-00496,15-03-2024,CUST-008,Hyderabad Retail Hub,Telangana,MGC-001,Magic Corner,C,55,Pcs,4301.78,236597.9,28,66247.41,302845.31,Pending
INV-2024-00497,21-03-2024,CUST-003,South India Hardware,Tamil Nadu,BPO-001,Bottle Pull Out,A,87,Pcs,175.63,15279.81,18,2750.37,18030.18,Paid
INV-2024-00498,07-03-2024,CUST-009,Chandigarh Kitchens,Punjab,TBP-001,Thali Basket Pipe,A,43,Pcs,388.11,16688.73,18,3003.97,19692.7,Paid
INV-2024-00499,28-03-2024,CUST-001,Agarwal Home Solutions,Maharashtra,PBW-001,Plate Basket Wire,A,74,Pcs,283.98,21014.52,18,3782.61,24797.13,Overdue
INV-2024-00500,07-03-2024,CUST-010,MP Modular Traders,Madhya Pradesh,RSH-001,Rolling Shutter,C,14,Pcs,1815.5,25417,28,7116.76,32533.76,Overdue
INV-2024-00501,12-03-2024,CUST-003,South India Hardware,Tamil Nadu,MGC-001,Magic Corner,C,60,Pcs,4139.65,248379,28,69546.12,317925.12,Overdue
INV-2024-00502,15-03-2024,CUST-003,South India Hardware,Tamil Nadu,HNG-001,Hinges,B,74,Pcs,45.26,3349.24,18,602.86,3952.1,Pending
INV-2024-00503,01-03-2024,CUST-009,Chandigarh Kitchens,Punjab,TNB-001,Tandum Basket,B,94,Pcs,670.97,63071.18,18,11352.81,74423.99,Overdue
INV-2024-00504,05-03-2024,CUST-009,Chandigarh Kitchens,Punjab,PBP-001,Plate Basket Pipe,A,67,Pcs,333.59,22350.53,18,4023.1,26373.63,Overdue
INV-2024-00505,12-03-2024,CUST-008,Hyderabad Retail Hub,Telangana,TBP-001,Thali Basket Pipe,A,15,Pcs,374.42,5616.3,18,1010.93,6627.23,Pending
INV-2024-00506,09-03-2024,CUST-002,Sharma Modular Kitchens,Delhi,CS-001,Cup & Saucer,B,57,Set,93.71,5341.47,18,961.46,6302.93,Paid
INV-2024-00507,16-04-2024,CUST-007,Bengal Furniture House,West Bengal,TNB-001,Tandum Basket,B,68,Pcs,701.56,47706.08,18,8587.09,56293.17,Paid
INV-2024-00508,23-04-2024,CUST-002,Sharma Modular Kitchens,Delhi,CRO-001,Crousal,B,76,Pcs,568.04,43171.04,18,7770.79,50941.83,Paid
INV-2024-00509,18-04-2024,CUST-010,MP Modular Traders,Madhya Pradesh,GTP-001,GTPT,B,82,Pcs,412.51,33825.82,18,6088.65,39914.47,Pending
INV-2024-00510,21-04-2024,CUST-010,MP Modular Traders,Madhya Pradesh,TNB-001,Tandum Basket,B,116,Pcs,663.31,76943.96,18,13849.91,90793.87,Paid
INV-2024-00511,17-04-2024,CUST-004,Gujarat Kitchen World,Gujarat,RSH-001,Rolling Shutter,C,61,Pcs,1790.47,109218.67,28,30581.23,139799.9,Paid
INV-2024-00512,20-04-2024,CUST-008,Hyderabad Retail Hub,Telangana,MGC-001,Magic Corner,C,10,Pcs,4221.54,42215.4,28,11820.31,54035.71,Paid
INV-2024-00513,08-04-2024,CUST-003,South India Hardware,Tamil Nadu,CHM-001,Chimney,C,19,Pcs,3521.06,66900.14,28,18732.04,85632.18,Paid
INV-2024-00514,06-04-2024,CUST-003,South India Hardware,Tamil Nadu,PNT-001,Pantry,B,30,Pcs,2189.78,65693.4,18,11824.81,77518.21,Paid
INV-2024-00515,26-04-2024,CUST-007,Bengal Furniture House,West Bengal,CS-001,Cup & Saucer,B,52,Set,96.94,5040.88,18,907.36,5948.24,Pending
INV-2024-00516,07-04-2024,CUST-008,Hyderabad Retail Hub,Telangana,MGC-001,Magic Corner,C,85,Pcs,4121.41,350319.85,28,98089.56,448409.41,Pending
INV-2024-00517,02-04-2024,CUST-004,Gujarat Kitchen World,Gujarat,SC-001,Sheet Cutlery,A,26,Set,454.56,11818.56,18,2127.34,13945.9,Paid
INV-2024-00518,02-04-2024,CUST-009,Chandigarh Kitchens,Punjab,TBP-001,Thali Basket Pipe,A,83,Pcs,372.51,30918.33,18,5565.3,36483.63,Paid
INV-2024-00519,17-04-2024,CUST-003,South India Hardware,Tamil Nadu,GTP-001,GTPT,B,61,Pcs,425.02,25926.22,18,4666.72,30592.94,Overdue
INV-2024-00520,03-04-2024,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,SC-001,Sheet Cutlery,A,37,Set,450.65,16674.05,18,3001.33,19675.38,Pending
INV-2024-00521,08-04-2024,CUST-003,South India Hardware,Tamil Nadu,MGC-001,Magic Corner,C,116,Pcs,4194.77,486593.32,28,136246.13,622839.45,Paid
INV-2024-00522,22-04-2024,CUST-010,MP Modular Traders,Madhya Pradesh,PBP-001,Plate Basket Pipe,A,75,Pcs,336.1,25207.5,18,4537.35,29744.85,Paid
INV-2024-00523,19-04-2024,CUST-010,MP Modular Traders,Madhya Pradesh,CHM-001,Chimney,C,18,Pcs,3451.3,62123.4,28,17394.55,79517.95,Pending
INV-2024-00524,01-04-2024,CUST-002,Sharma Modular Kitchens,Delhi,TBP-001,Thali Basket Pipe,A,35,Pcs,382.5,13387.5,18,2409.75,15797.25,Overdue
INV-2024-00525,20-04-2024,CUST-003,South India Hardware,Tamil Nadu,AAT-001,Aata Basket,C,22,Pcs,216.13,4754.86,28,1331.36,6086.22,Overdue
INV-2024-00526,17-04-2024,CUST-009,Chandigarh Kitchens,Punjab,TBW-001,Thali Basket Wire,A,106,Pcs,313.03,33181.18,18,5972.61,39153.79,Pending
INV-2024-00527,18-04-2024,CUST-010,MP Modular Traders,Madhya Pradesh,TBP-001,Thali Basket Pipe,A,115,Pcs,368.63,42392.45,18,7630.64,50023.09,Pending
INV-2024-00528,28-04-2024,CUST-006,Rajasthan Home Mart,Rajasthan,AAT-001,Aata Basket,C,15,Pcs,224.14,3362.1,28,941.39,4303.49,Pending
INV-2024-00529,26-04-2024,CUST-008,Hyderabad Retail Hub,Telangana,CS-001,Cup & Saucer,B,108,Set,94.69,10226.52,18,1840.77,12067.29,Overdue
INV-2024-00530,05-04-2024,CUST-007,Bengal Furniture House,West Bengal,BPO-001,Bottle Pull Out,A,42,Pcs,180.61,7585.62,18,1365.41,8951.03,Paid
INV-2024-00531,20-04-2024,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,PBW-001,Plate Basket Wire,A,79,Pcs,279.61,22089.19,18,3976.05,26065.24,Paid
INV-2024-00532,19-04-2024,CUST-001,Agarwal Home Solutions,Maharashtra,SC-001,Sheet Cutlery,A,76,Set,440.21,33455.96,18,6022.07,39478.03,Paid
INV-2024-00533,23-04-2024,CUST-004,Gujarat Kitchen World,Gujarat,RSH-001,Rolling Shutter,C,112,Pcs,1785.8,200009.6,28,56002.69,256012.29,Paid
INV-2024-00534,14-04-2024,CUST-003,South India Hardware,Tamil Nadu,BPO-001,Bottle Pull Out,A,93,Pcs,181.98,16924.14,18,3046.35,19970.49,Paid
INV-2024-00535,12-04-2024,CUST-010,MP Modular Traders,Madhya Pradesh,AAT-001,Aata Basket,C,88,Pcs,217.64,19152.32,28,5362.65,24514.97,Pending
INV-2024-00536,18-04-2024,CUST-007,Bengal Furniture House,West Bengal,PNT-001,Pantry,B,110,Pcs,2219.86,244184.6,18,43953.23,288137.83,Paid
INV-2024-00537,18-04-2024,CUST-009,Chandigarh Kitchens,Punjab,TNB-001,Tandum Basket,B,71,Pcs,671.68,47689.28,18,8584.07,56273.35,Paid
INV-2024-00538,24-04-2024,CUST-007,Bengal Furniture House,West Bengal,TNB-001,Tandum Basket,B,27,Pcs,700.3,18908.1,18,3403.46,22311.56,Paid
INV-2024-00539,26-04-2024,CUST-008,Hyderabad Retail Hub,Telangana,CS-001,Cup & Saucer,B,99,Set,98.46,9747.54,18,1754.56,11502.1,Paid
INV-2024-00540,13-04-2024,CUST-009,Chandigarh Kitchens,Punjab,PNT-001,Pantry,B,110,Pcs,2186.12,240473.2,18,43285.18,283758.38,Overdue
INV-2024-00541,21-05-2024,CUST-007,Bengal Furniture House,West Bengal,PBP-001,Plate Basket Pipe,A,10,Pcs,348.94,3489.4,18,628.09,4117.49,Paid
INV-2024-00542,14-05-2024,CUST-010,MP Modular Traders,Madhya Pradesh,MGC-001,Magic Corner,C,21,Pcs,4092.84,85949.64,28,24065.9,110015.54,Paid
INV-2024-00543,20-05-2024,CUST-002,Sharma Modular Kitchens,Delhi,TNB-001,Tandum Basket,B,14,Pcs,694.09,9717.26,18,1749.11,11466.37,Pending
INV-2024-00544,02-05-2024,CUST-010,MP Modular Traders,Madhya Pradesh,HNG-001,Hinges,B,109,Pcs,46.23,5039.07,18,907.03,5946.1,Pending
INV-2024-00545,07-05-2024,CUST-001,Agarwal Home Solutions,Maharashtra,CHM-001,Chimney,C,118,Pcs,3555.94,419600.92,28,117488.26,537089.18,Overdue
INV-2024-00546,02-05-2024,CUST-004,Gujarat Kitchen World,Gujarat,HNG-001,Hinges,B,110,Pcs,45.54,5009.4,18,901.69,5911.09,Overdue
INV-2024-00547,06-05-2024,CUST-010,MP Modular Traders,Madhya Pradesh,CS-001,Cup & Saucer,B,96,Set,92.39,8869.44,18,1596.5,10465.94,Paid
INV-2024-00548,03-05-2024,CUST-003,South India Hardware,Tamil Nadu,SC-001,Sheet Cutlery,A,45,Set,461.06,20747.7,18,3734.59,24482.29,Paid
INV-2024-00549,19-05-2024,CUST-007,Bengal Furniture House,West Bengal,RSH-001,Rolling Shutter,C,35,Pcs,1811.24,63393.4,28,17750.15,81143.55,Paid
INV-2024-00550,10-05-2024,CUST-009,Chandigarh Kitchens,Punjab,PBW-001,Plate Basket Wire,A,102,Pcs,287.86,29361.72,18,5285.11,34646.83,Overdue
INV-2024-00551,27-05-2024,CUST-006,Rajasthan Home Mart,Rajasthan,TNB-001,Tandum Basket,B,45,Pcs,670.37,30166.65,18,5430,35596.65,Paid
INV-2024-00552,19-05-2024,CUST-007,Bengal Furniture House,West Bengal,CHM-001,Chimney,C,10,Pcs,3458.97,34589.7,28,9685.12,44274.82,Pending
INV-2024-00553,03-05-2024,CUST-009,Chandigarh Kitchens,Punjab,BPO-001,Bottle Pull Out,A,74,Pcs,178.31,13194.94,18,2375.09,15570.03,Paid
INV-2024-00554,27-05-2024,CUST-009,Chandigarh Kitchens,Punjab,GTP-001,GTPT,B,111,Pcs,424.3,47097.3,18,8477.51,55574.81,Pending
INV-2024-00555,16-05-2024,CUST-010,MP Modular Traders,Madhya Pradesh,RSH-001,Rolling Shutter,C,108,Pcs,1776.65,191878.2,28,53725.9,245604.1,Paid
INV-2024-00556,19-05-2024,CUST-008,Hyderabad Retail Hub,Telangana,CHM-001,Chimney,C,120,Pcs,3401.7,408204,28,114297.12,522501.12,Paid
INV-2024-00557,13-05-2024,CUST-002,Sharma Modular Kitchens,Delhi,GTP-001,GTPT,B,91,Pcs,430.59,39183.69,18,7053.06,46236.75,Paid
INV-2024-00558,14-05-2024,CUST-006,Rajasthan Home Mart,Rajasthan,CS-001,Cup & Saucer,B,55,Set,95.58,5256.9,18,946.24,6203.14,Paid
INV-2024-00559,10-05-2024,CUST-004,Gujarat Kitchen World,Gujarat,GTP-001,GTPT,B,21,Pcs,419.13,8801.73,18,1584.31,10386.04,Paid
INV-2024-00560,11-06-2024,CUST-008,Hyderabad Retail Hub,Telangana,PBP-001,Plate Basket Pipe,A,55,Pcs,335,18425,18,3316.5,21741.5,Overdue
INV-2024-00561,24-06-2024,CUST-003,South India Hardware,Tamil Nadu,GTP-001,GTPT,B,97,Pcs,434.75,42170.75,18,7590.73,49761.48,Paid
INV-2024-00562,08-06-2024,CUST-004,Gujarat Kitchen World,Gujarat,MGC-001,Magic Corner,C,104,Pcs,4145.16,431096.64,28,120707.06,551803.7,Paid
INV-2024-00563,07-06-2024,CUST-004,Gujarat Kitchen World,Gujarat,PNT-001,Pantry,B,116,Pcs,2172.45,252004.2,18,45360.76,297364.96,Overdue
INV-2024-00564,25-06-2024,CUST-003,South India Hardware,Tamil Nadu,TNB-001,Tandum Basket,B,23,Pcs,665.31,15302.13,18,2754.38,18056.51,Paid
INV-2024-00565,01-06-2024,CUST-010,MP Modular Traders,Madhya Pradesh,MGC-001,Magic Corner,C,107,Pcs,4325.98,462879.86,28,129606.36,592486.22,Paid
INV-2024-00566,20-06-2024,CUST-006,Rajasthan Home Mart,Rajasthan,MGC-001,Magic Corner,C,50,Pcs,4218.75,210937.5,28,59062.5,270000,Overdue
INV-2024-00567,06-06-2024,CUST-008,Hyderabad Retail Hub,Telangana,GTP-001,GTPT,B,107,Pcs,434.33,46473.31,18,8365.2,54838.51,Paid
INV-2024-00568,25-06-2024,CUST-004,Gujarat Kitchen World,Gujarat,RSH-001,Rolling Shutter,C,83,Pcs,1762.16,146259.28,28,40952.6,187211.88,Overdue
INV-2024-00569,18-06-2024,CUST-008,Hyderabad Retail Hub,Telangana,AAT-001,Aata Basket,C,14,Pcs,221.14,3095.96,28,866.87,3962.83,Pending
INV-2024-00570,04-06-2024,CUST-008,Hyderabad Retail Hub,Telangana,PBP-001,Plate Basket Pipe,A,99,Pcs,342.13,33870.87,18,6096.76,39967.63,Paid
INV-2024-00571,22-06-2024,CUST-001,Agarwal Home Solutions,Maharashtra,SC-001,Sheet Cutlery,A,36,Set,448.45,16144.2,18,2905.96,19050.16,Paid
INV-2024-00572,20-06-2024,CUST-006,Rajasthan Home Mart,Rajasthan,CRO-001,Crousal,B,120,Pcs,553.38,66405.6,18,11953.01,78358.61,Overdue
INV-2024-00573,09-06-2024,CUST-004,Gujarat Kitchen World,Gujarat,GTP-001,GTPT,B,70,Pcs,435.58,30490.6,18,5488.31,35978.91,Paid
INV-2024-00574,16-06-2024,CUST-003,South India Hardware,Tamil Nadu,TNB-001,Tandum Basket,B,64,Pcs,669.62,42855.68,18,7714.02,50569.7,Paid
INV-2024-00575,09-06-2024,CUST-007,Bengal Furniture House,West Bengal,TNB-001,Tandum Basket,B,67,Pcs,668.16,44766.72,18,8058.01,52824.73,Paid
INV-2024-00576,24-06-2024,CUST-002,Sharma Modular Kitchens,Delhi,CS-001,Cup & Saucer,B,44,Set,97.5,4290,18,772.2,5062.2,Overdue
INV-2024-00577,07-06-2024,CUST-007,Bengal Furniture House,West Bengal,AAT-001,Aata Basket,C,28,Pcs,225.72,6320.16,28,1769.64,8089.8,Paid
INV-2024-00578,06-06-2024,CUST-001,Agarwal Home Solutions,Maharashtra,MGC-001,Magic Corner,C,63,Pcs,4220.88,265915.44,28,74456.32,340371.76,Overdue
INV-2024-00579,10-06-2024,CUST-008,Hyderabad Retail Hub,Telangana,CRO-001,Crousal,B,42,Pcs,565.24,23740.08,18,4273.21,28013.29,Overdue
INV-2024-00580,23-07-2024,CUST-002,Sharma Modular Kitchens,Delhi,RSH-001,Rolling Shutter,C,30,Pcs,1753.56,52606.8,28,14729.9,67336.7,Paid
INV-2024-00581,15-07-2024,CUST-002,Sharma Modular Kitchens,Delhi,MGC-001,Magic Corner,C,105,Pcs,4172.39,438100.95,28,122668.27,560769.22,Paid
INV-2024-00582,18-07-2024,CUST-009,Chandigarh Kitchens,Punjab,TNB-001,Tandum Basket,B,113,Pcs,671.87,75921.31,18,13665.84,89587.15,Paid
INV-2024-00583,12-07-2024,CUST-002,Sharma Modular Kitchens,Delhi,AAT-001,Aata Basket,C,96,Pcs,228.23,21910.08,28,6134.82,28044.9,Paid
INV-2024-00584,12-07-2024,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,PBP-001,Plate Basket Pipe,A,51,Pcs,345.82,17636.82,18,3174.63,20811.45,Pending
INV-2024-00585,13-07-2024,CUST-002,Sharma Modular Kitchens,Delhi,CHM-001,Chimney,C,88,Pcs,3465.2,304937.6,28,85382.53,390320.13,Paid
INV-2024-00586,14-07-2024,CUST-006,Rajasthan Home Mart,Rajasthan,PBP-001,Plate Basket Pipe,A,90,Pcs,344.37,30993.3,18,5578.79,36572.09,Pending
INV-2024-00587,06-07-2024,CUST-002,Sharma Modular Kitchens,Delhi,PBW-001,Plate Basket Wire,A,53,Pcs,276.07,14631.71,18,2633.71,17265.42,Paid
INV-2024-00588,20-07-2024,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,HNG-001,Hinges,B,92,Pcs,44.9,4130.8,18,743.54,4874.34,Pending
INV-2024-00589,17-07-2024,CUST-010,MP Modular Traders,Madhya Pradesh,TNB-001,Tandum Basket,B,67,Pcs,679.31,45513.77,18,8192.48,53706.25,Paid
INV-2024-00590,24-07-2024,CUST-003,South India Hardware,Tamil Nadu,SC-001,Sheet Cutlery,A,40,Set,457.35,18294,18,3292.92,21586.92,Paid
INV-2024-00591,13-07-2024,CUST-003,South India Hardware,Tamil Nadu,PNT-001,Pantry,B,23,Pcs,2148.72,49420.56,18,8895.7,58316.26,Pending
INV-2024-00592,25-07-2024,CUST-001,Agarwal Home Solutions,Maharashtra,TBW-001,Thali Basket Wire,A,60,Pcs,322.14,19328.4,18,3479.11,22807.51,Paid
INV-2024-00593,20-07-2024,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,BPO-001,Bottle Pull Out,A,29,Pcs,175.66,5094.14,18,916.95,6011.09,Pending
INV-2024-00594,08-07-2024,CUST-004,Gujarat Kitchen World,Gujarat,HNG-001,Hinges,B,104,Pcs,44.55,4633.2,18,833.98,5467.18,Paid
INV-2024-00595,27-07-2024,CUST-009,Chandigarh Kitchens,Punjab,TBP-001,Thali Basket Pipe,A,31,Pcs,369.36,11450.16,18,2061.03,13511.19,Paid
INV-2024-00596,15-07-2024,CUST-008,Hyderabad Retail Hub,Telangana,CRO-001,Crousal,B,79,Pcs,579.85,45808.15,18,8245.47,54053.62,Overdue
INV-2024-00597,23-07-2024,CUST-003,South India Hardware,Tamil Nadu,CHM-001,Chimney,C,79,Pcs,3438.37,271631.23,28,76056.74,347687.97,Overdue
INV-2024-00598,14-07-2024,CUST-010,MP Modular Traders,Madhya Pradesh,CHM-001,Chimney,C,77,Pcs,3551.75,273484.75,28,76575.73,350060.48,Overdue
INV-2024-00599,18-08-2024,CUST-008,Hyderabad Retail Hub,Telangana,TNB-001,Tandum Basket,B,39,Pcs,697.9,27218.1,18,4899.26,32117.36,Pending
INV-2024-00600,14-08-2024,CUST-006,Rajasthan Home Mart,Rajasthan,HNG-001,Hinges,B,43,Pcs,44.14,1898.02,18,341.64,2239.66,Paid
INV-2024-00601,27-08-2024,CUST-009,Chandigarh Kitchens,Punjab,SC-001,Sheet Cutlery,A,107,Set,463.21,49563.47,18,8921.42,58484.89,Paid
INV-2024-00602,18-08-2024,CUST-008,Hyderabad Retail Hub,Telangana,HNG-001,Hinges,B,11,Pcs,45.82,504.02,18,90.72,594.74,Pending
INV-2024-00603,01-08-2024,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,MGC-001,Magic Corner,C,108,Pcs,4200.55,453659.4,28,127024.63,580684.03,Paid
INV-2024-00604,18-08-2024,CUST-001,Agarwal Home Solutions,Maharashtra,CS-001,Cup & Saucer,B,57,Set,93.4,5323.8,18,958.28,6282.08,Overdue
INV-2024-00605,08-08-2024,CUST-007,Bengal Furniture House,West Bengal,AAT-001,Aata Basket,C,30,Pcs,224.41,6732.3,28,1885.04,8617.34,Pending
INV-2024-00606,09-08-2024,CUST-004,Gujarat Kitchen World,Gujarat,RSH-001,Rolling Shutter,C,20,Pcs,1799.2,35984,28,10075.52,46059.52,Paid
INV-2024-00607,21-08-2024,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,GTP-001,GTPT,B,105,Pcs,423.04,44419.2,18,7995.46,52414.66,Paid
INV-2024-00608,28-08-2024,CUST-004,Gujarat Kitchen World,Gujarat,AAT-001,Aata Basket,C,18,Pcs,216.21,3891.78,28,1089.7,4981.48,Paid
INV-2024-00609,20-08-2024,CUST-008,Hyderabad Retail Hub,Telangana,BPO-001,Bottle Pull Out,A,67,Pcs,178.03,11928.01,18,2147.04,14075.05,Overdue
INV-2024-00610,11-08-2024,CUST-004,Gujarat Kitchen World,Gujarat,MGC-001,Magic Corner,C,12,Pcs,4118.73,49424.76,28,13838.93,63263.69,Overdue
INV-2024-00611,04-08-2024,CUST-003,South India Hardware,Tamil Nadu,SC-001,Sheet Cutlery,A,46,Set,444.98,20469.08,18,3684.43,24153.51,Pending
INV-2024-00612,03-08-2024,CUST-004,Gujarat Kitchen World,Gujarat,SC-001,Sheet Cutlery,A,29,Set,436.96,12671.84,18,2280.93,14952.77,Paid
INV-2024-00613,10-08-2024,CUST-007,Bengal Furniture House,West Bengal,CRO-001,Crousal,B,110,Pcs,574.54,63199.4,18,11375.89,74575.29,Paid
INV-2024-00614,11-08-2024,CUST-001,Agarwal Home Solutions,Maharashtra,CHM-001,Chimney,C,20,Pcs,3601.67,72033.4,28,20169.35,92202.75,Paid
INV-2024-00615,25-08-2024,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,TBW-001,Thali Basket Wire,A,60,Pcs,312,18720,18,3369.6,22089.6,Pending
INV-2024-00616,27-08-2024,CUST-004,Gujarat Kitchen World,Gujarat,PBP-001,Plate Basket Pipe,A,42,Pcs,349.25,14668.5,18,2640.33,17308.83,Paid
INV-2024-00617,13-08-2024,CUST-004,Gujarat Kitchen World,Gujarat,BPO-001,Bottle Pull Out,A,108,Pcs,186.88,20183.04,18,3632.95,23815.99,Paid
INV-2024-00618,15-08-2024,CUST-004,Gujarat Kitchen World,Gujarat,TBW-001,Thali Basket Wire,A,104,Pcs,327.67,34077.68,18,6133.98,40211.66,Overdue
INV-2024-00619,13-08-2024,CUST-008,Hyderabad Retail Hub,Telangana,PNT-001,Pantry,B,97,Pcs,2282.03,221356.91,18,39844.24,261201.15,Paid
INV-2024-00620,24-08-2024,CUST-001,Agarwal Home Solutions,Maharashtra,PBP-001,Plate Basket Pipe,A,80,Pcs,342.2,27376,18,4927.68,32303.68,Paid
INV-2024-00621,07-08-2024,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,MGC-001,Magic Corner,C,56,Pcs,4334.93,242756.08,28,67971.7,310727.78,Paid
INV-2024-00622,21-08-2024,CUST-004,Gujarat Kitchen World,Gujarat,BPO-001,Bottle Pull Out,A,65,Pcs,178.69,11614.85,18,2090.67,13705.52,Paid
INV-2024-00623,04-08-2024,CUST-010,MP Modular Traders,Madhya Pradesh,GTP-001,GTPT,B,60,Pcs,430.6,25836,18,4650.48,30486.48,Paid
INV-2024-00624,26-08-2024,CUST-010,MP Modular Traders,Madhya Pradesh,TBW-001,Thali Basket Wire,A,98,Pcs,321.05,31462.9,18,5663.32,37126.22,Overdue
INV-2024-00625,25-08-2024,CUST-006,Rajasthan Home Mart,Rajasthan,TBP-001,Thali Basket Pipe,A,21,Pcs,375.22,7879.62,18,1418.33,9297.95,Pending
INV-2024-00626,02-09-2024,CUST-001,Agarwal Home Solutions,Maharashtra,CRO-001,Crousal,B,55,Pcs,568.47,31265.85,18,5627.85,36893.7,Overdue
INV-2024-00627,16-09-2024,CUST-003,South India Hardware,Tamil Nadu,BPO-001,Bottle Pull Out,A,39,Pcs,178.59,6965.01,18,1253.7,8218.71,Overdue
INV-2024-00628,24-09-2024,CUST-008,Hyderabad Retail Hub,Telangana,TNB-001,Tandum Basket,B,34,Pcs,660.62,22461.08,18,4042.99,26504.07,Pending
INV-2024-00629,09-09-2024,CUST-003,South India Hardware,Tamil Nadu,TNB-001,Tandum Basket,B,15,Pcs,682.7,10240.5,18,1843.29,12083.79,Pending
INV-2024-00630,23-09-2024,CUST-009,Chandigarh Kitchens,Punjab,HNG-001,Hinges,B,72,Pcs,44.25,3186,18,573.48,3759.48,Paid
